"PIN","Admit.Year","Academic.Interest.1","Academic.Interest.2","Major","Real.Grade.Numeric.Literature and Humanities 1","Real.Grade.Numeric.Literature and Humanities 2","Real.Grade.Numeric.Philosophy and  Political Thought 1","Real.Grade.Numeric.Philosophy and  Political Thought 2","Real.Grade.Numeric.Comparative Social Inquiry","Real.Grade.Numeric.Modern Social Thought","Real.Grade.Numeric.Quantitative Reasoning","Real.Grade.Numeric.Science"
"N340117410209",2017,"Global Affairs","Economics","DDP LAW",5.5,5.5,4,4.5,4.5,5.5,3,4.75
"N350114423299",2017,"Physical Sciences","Physical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4.5,4,5.5,4.5,4.5,4.5,6,5.5
"N322117421204",2017,"Mathematical, Computational and Statistical Sciences","Economics","PHYSICAL SCIENCES",3.5,2.5,3.5,3.5,4,4,3,3.75
"N321117423204",2017,"Anthropology","Anthropology","PHILOSOPHY, POLITICS AND ECONOMICS",4.5,4.5,4.5,4.5,4,4,2.5,4.25
"N352117414203",2017,"Physical Sciences","Psychology","LIFE SCIENCES",3,5,4,4,3.5,5,3,4
"N327116418295",2017,"Undecided","Undecided","PHYSICAL SCIENCES",5,5,5.5,4.5,4.5,5,4.5,5.75
"N362117413203",2017,"Philosophy, Politics and Economics","Global Affairs","GLOBAL AFFAIRS",4.5,5,4.5,4.5,5,4.5,3.5,4.75
"N337117410203",2017,"Economics","Psychology","ECONOMICS",4.5,4.5,3.5,3.5,3,5,3,4
"N313117412271",2017,"Philosophy, Politics and Economics","Global Affairs","DDP LAW",5,5.5,5,5.5,5,5,4.5,5.5
"N377117423215",2017,"Philosophy","Psychology","PHILOSOPHY",5,5,5,4.5,5.5,5,4.5,4.5
"N304116425296",2017,"Arts & Humanities","Undecided","ARTS AND HUMANITIES",4.5,4.5,4,5,5,4.5,5,4.75
"N357117425215",2017,"Literature","Philosophy, Politics and Economics","ENVIRONMENTAL STUDIES",4,4.5,4,5,4,4,4,3.75
"N323116424296",2017,"Philosophy, Politics and Economics","Anthropology","HISTORY",4.5,4.5,4.5,4.5,4,5,3.5,4
"N323116425295",2017,"Philosophy, Politics and Economics","Arts & Humanities","PSYCHOLOGY",4.5,4.5,5,5,4.5,5,4.5,5
"N305117413215",2017,"Philosophy","Undecided","PHILOSOPHY",5,4.5,4,4,4.5,4.5,3.5,4
"N366117425215",2017,"Psychology","Anthropology","ANTHROPOLOGY",4.5,5.5,5,4.5,4.5,4.5,4.5,5
"N373117401215",2017,"Philosophy, Politics and Economics","History","DDP LAW",5,5.5,5.5,4.5,5,5,4.5,5
"N324117405209",2017,"Environmental Studies","Physical Sciences","PHYSICAL SCIENCES",3.5,5,4.5,4.5,4.5,4.5,5.5,5.25
"N393117425215",2017,"Literature","Arts & Humanities","LITERATURE",3,4.5,4.5,5,4.5,4.5,3,4
"N367117424215",2017,"Arts & Humanities","Global Affairs","HISTORY",4,4,4,4.5,4,3.5,4.5,3.75
"N343117410215",2017,"Anthropology","Urban Studies","ENVIRONMENTAL STUDIES",4.5,3.5,5,5,4.5,5,5,5
"N378117421215",2017,"Environmental Studies","Arts & Humanities","PHILOSOPHY, POLITICS AND ECONOMICS",4,4.5,4,5,4.5,4.5,4.5,4
"N396117423214",2017,"Literature","Arts & Humanities","DDP LAW",5,5,4.5,5,5,4.5,4.5,5
"N339117405203",2017,"Global Affairs","Life Sciences","LIFE SCIENCES",4.5,5,4.5,4.5,5.5,4.5,4.5,5.25
"N392117408203",2017,"Arts & Humanities","Arts & Humanities","GLOBAL AFFAIRS",4.5,4.5,5.5,4.5,3.5,5,4,4.5
"N346117410203",2017,"Global Affairs","Philosophy, Politics and Economics","URBAN STUDIES",5.5,5.5,5,5.5,5.5,5,5.5,5.5
"N310119412209",2018,"Global Affairs","History","GLOBAL AFFAIRS",4.5,5,3.5,4.5,3.5,4.5,3.5,4.75
"N325119412212",2018,"Literature","Anthropology","LITERATURE",5.5,5,5.5,4.5,5,5,5,4.75
"N370119402208",2018,"Mathematical, Computational and Statistical Sciences","Physical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4,4.5,4,5.5,4.5,4,4.5,4.75
"N366119418208",2018,"Life Sciences","Life Sciences","LIFE SCIENCES",5,5,4,4.5,3.5,4.5,4.5,4.75
"N357119414209",2018,"Philosophy","Arts & Humanities","PHILOSOPHY",5,5,4.5,5.5,4,5.5,3.5,4.75
"N389119410207",2018,"Economics","Literature","ECONOMICS",4,4.5,4.5,5,3.5,4.5,4,4.5
"N389119408208",2018,"Philosophy, Politics and Economics","Undecided","PHILOSOPHY, POLITICS AND ECONOMICS",5,5,5.5,4.5,4.5,5.5,4.5,4.75
"N306119402209",2018,"History","Global Affairs","HISTORY",4.5,4,4,4.5,4,4.5,3,4.75
"N381119425207",2018,"Psychology","Economics","PSYCHOLOGY",3.5,4.5,3.5,4.5,4,4.5,4.5,4
"N330119408209",2018,"Global Affairs","Philosophy, Politics and Economics","GLOBAL AFFAIRS",4.5,5.5,5,5,4,5,4,4.75
"N373119423208",2018,"Economics","Global Affairs","ECONOMICS",3.5,4.5,4.5,5.5,4,4.5,5,5.25
"N393119421207",2018,"Psychology","Philosophy","PSYCHOLOGY",4,4,4.5,4,5,4,4.5,4.5
"N390119425207",2018,"Psychology","Life Sciences","PSYCHOLOGY",5,4,5,5,3.5,4.5,5,4.75
"N380119402216",2018,"Philosophy, Politics and Economics","Arts & Humanities","PHILOSOPHY, POLITICS AND ECONOMICS",3,3.5,3,3.5,2.5,4,2.5,3.75
"N346119423208",2018,"Life Sciences","Environmental Studies","LIFE SCIENCES",5,5,5,4.5,4.5,4.5,2.5,5.25
"N372119425207",2018,"Philosophy, Politics and Economics","Mathematical, Computational and Statistical Sciences","PHILOSOPHY, POLITICS AND ECONOMICS",4.5,5.5,3.5,5.5,2.5,4.5,3,3.75
"N371119425208",2018,"Economics","Philosophy, Politics and Economics","ECONOMICS",4.5,4.5,3,4.5,3.5,4.5,2.5,5
"N346119421209",2018,"Arts & Humanities","Literature","ARTS AND HUMANITIES",5.5,4.5,5,4,3.5,4,3,4.25
"N338119418209",2018,"Global Affairs","Environmental Studies","GLOBAL AFFAIRS",4.5,4.5,4.5,4,3.5,4,3.5,4.5
"N379119412216",2018,"Literature","Arts & Humanities","LITERATURE",4.5,4.5,3.5,4.5,4.5,4.5,2.5,4.25
"N301119412209",2018,"Economics","Life Sciences","ECONOMICS",5,5,4,4,4.5,4.5,4.5,4.5
"N327119408212",2018,"Arts & Humanities","Economics","ARTS AND HUMANITIES",3.5,3.5,3.5,3.5,4,4,3.5,4.25
"N340119405209",2018,"Economics","Undecided","ECONOMICS",4.5,4,5,5.5,4,4.5,4,4.25
"N320119410209",2018,"Global Affairs","Philosophy, Politics and Economics","GLOBAL AFFAIRS",4.5,5,4,4,5,4.5,3,4.25
"N334119412212",2018,"Mathematical, Computational and Statistical Sciences","Psychology","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4.5,4.5,5,5,5,3.5,6,5
"N355119423208",2018,"Philosophy, Politics and Economics","Economics","PHILOSOPHY, POLITICS AND ECONOMICS",5.5,4.5,4,3.5,4.5,4,4.5,4.25
"N356119421208",2018,"Philosophy, Politics and Economics","Global Affairs","PHILOSOPHY, POLITICS AND ECONOMICS",4.5,5,4,4.5,3.5,5,4.5,4.75
"N314119402219",2018,"Psychology","Arts & Humanities","PSYCHOLOGY",3.5,5,3.5,5,4,5,4,5
"N332119405208",2018,"Philosophy, Politics and Economics","Global Affairs","PHILOSOPHY, POLITICS AND ECONOMICS",4.5,5,5,4.5,4,5,4,4.25
"N323119414212",2018,"Philosophy, Politics and Economics","Literature","PHILOSOPHY, POLITICS AND ECONOMICS",5.5,4.5,2.5,4.5,5.5,4.5,4,4.75
"N380119425208",2018,"Economics","Philosophy, Politics and Economics","ECONOMICS",5.5,5.5,5.5,5,4.5,5.5,5.5,5.25
"N384119418208",2018,"Literature","Philosophy, Politics and Economics","LITERATURE",5.5,4.5,4,4.5,4.5,5,4,4.25
"N391119423208",2018,"Literature","Arts & Humanities","LITERATURE",5.5,5.5,4,3.5,4.5,5.5,4,4.5
"N304119405209",2018,"Philosophy, Politics and Economics","Arts & Humanities","PHILOSOPHY, POLITICS AND ECONOMICS",4,4.5,4,4.5,4.5,5,3,4.5
"N316119425209",2018,"Anthropology","Arts & Humanities","ANTHROPOLOGY",5,4.5,3.5,4.5,4,4.5,4,4.75
"N320119423212",2018,"Arts & Humanities","Undecided","ARTS AND HUMANITIES",5.5,4.5,4.5,4,4.5,4.5,2.5,4.25
"N399119414221",2018,"Philosophy, Politics and Economics","Economics","PHILOSOPHY, POLITICS AND ECONOMICS",4,5,4.5,5,3.5,4.5,4.5,4.5
"N385119418207",2018,"Psychology","Philosophy, Politics and Economics","PSYCHOLOGY",3.5,4.5,3.5,4.5,4,4.5,2.5,3.75
"N324119413212",2018,"Philosophy, Politics and Economics","Global Affairs","PHILOSOPHY, POLITICS AND ECONOMICS",4.5,4.5,4.5,5,4.5,5.5,4,4.5
"N380119424209",2018,"Economics","Philosophy, Politics and Economics","ECONOMICS",4,4,4,4.5,5,4.5,5,5.25
"N326119410212",2018,"Arts & Humanities","Economics","ARTS AND HUMANITIES",5,4.5,5,4.5,4,4.5,4.5,4.75
"N352119402208",2018,"Economics","Arts & Humanities","ECONOMICS",5.5,5,5.5,5.5,5.5,5.5,5.5,5.25
"N380119402207",2018,"Anthropology","Literature","ANTHROPOLOGY",4.5,4.5,4,4.5,3.5,3.5,3,4.5
"N314119401209",2018,"Psychology","Environmental Studies","PSYCHOLOGY",4,4.5,3.5,4.5,3,4,4,4.75
"N377119414207",2018,"Global Affairs","Life Sciences","GLOBAL AFFAIRS",4,3.5,5,3,3.5,4.5,5,4.5
"N366119414209",2018,"Literature","Arts & Humanities","LITERATURE",5,3,4.5,5.5,4.5,5,4,5
"N398119410207",2018,"Philosophy, Politics and Economics","Undecided","PHILOSOPHY, POLITICS AND ECONOMICS",4.5,5,6,5.5,5.5,4.5,5.5,5
"N321118418223",2018,"Philosophy","Undecided","PHILOSOPHY",4.5,4,4,4,4,4.5,5,5
"N396119412208",2018,"Philosophy","Mathematical, Computational and Statistical Sciences","PHILOSOPHY",4.5,5,4.5,4.5,4.5,NA,5,5
"N377119414216",2018,"Literature","Life Sciences","LITERATURE",4.5,5,4,4.5,3.5,4.5,3,5
"N311119410209",2018,"Philosophy, Politics and Economics","Global Affairs","PHILOSOPHY, POLITICS AND ECONOMICS",5,4.5,5,5,4,4.5,4.5,4.25
"N349119413209",2018,"Philosophy, Politics and Economics","Global Affairs","PHILOSOPHY, POLITICS AND ECONOMICS",5,5.5,4,4.5,3.5,5.5,4.5,4.25
"N300119413209",2018,"Economics","Philosophy, Politics and Economics","ECONOMICS",4,4,3,4,3.5,4,4.5,4
"N337119423208",2018,"Philosophy","Global Affairs","PHILOSOPHY",5.5,5.5,5,5.5,4.5,5,4.5,5
"N347119418209",2018,"Urban Studies","History","URBAN STUDIES",4.5,5,4.5,3.5,4,4.5,4.5,5
"N357119418208",2018,"Philosophy, Politics and Economics","Global Affairs","PHILOSOPHY, POLITICS AND ECONOMICS",2.5,4,3,4,3,0,4.5,3.5
"N381119423209",2018,"Global Affairs","Physical Sciences","GLOBAL AFFAIRS",3.5,4,4,4,4,4.5,3,3.5
"N302119412208",2018,"Life Sciences","History","LIFE SCIENCES",4,4.5,3.5,4.5,5,5.5,4.5,5
"N348119418208",2018,"Economics","Global Affairs","ECONOMICS",5,5,3.5,4,4.5,4,3.5,4.5
"N378119410209",2018,"Life Sciences","Literature","LIFE SCIENCES",5,4.5,5,4,3.5,4,3,4.75
"N395119414207",2018,"Arts & Humanities","Life Sciences","ARTS AND HUMANITIES",3.5,3.5,4,3.5,4,5,2.5,4.5
"N397119410208",2018,"Literature","Arts & Humanities","LITERATURE",5.5,5.5,4.5,5.5,4.5,4.5,4.5,4.75
"N387119413207",2018,"Arts & Humanities","Literature","ARTS AND HUMANITIES",4.5,5,3.5,4.5,4,3.5,2.5,3.75
"N316116421296",2018,"Philosophy, Politics and Economics","Undecided","PHILOSOPHY, POLITICS AND ECONOMICS",5,4.5,3,4,4,4.5,3,4
"N316119424219",2018,"Arts & Humanities","Undecided","ARTS AND HUMANITIES",5,5,4,4.5,5,4,3,4.25
"N384119414209",2018,"History","Global Affairs","HISTORY",4,5,5.5,5.5,5,5,5,5
"N334119402208",2018,"Global Affairs","Philosophy, Politics and Economics","GLOBAL AFFAIRS",4.5,4.5,4.5,3.5,3.5,4,4,4.75
"N396119413207",2018,"Physical Sciences","Arts & Humanities","PHYSICAL SCIENCES",5.5,5,5,5,4,5,5.5,5.5
"N318119424208",2018,"Philosophy, Politics and Economics","History","PHILOSOPHY, POLITICS AND ECONOMICS",4,4.5,4,4.5,4.5,4.5,4,4.75
"N316119402208",2018,"Life Sciences","Physical Sciences","LIFE SCIENCES",5,5,4.5,4.5,4,4.5,4.5,4.75
"N368119412209",2018,"Life Sciences","Undecided","LIFE SCIENCES",4.5,4.5,5,4.5,4,4.5,4.5,4.5
"N320119425201",2018,"Philosophy, Politics and Economics","Psychology","PHILOSOPHY, POLITICS AND ECONOMICS",4.5,5,4.5,5,5,5.5,2.5,5.25
"N324119402209",2018,"History","Global Affairs","HISTORY",4,5,4.5,4,4.5,4.5,3,4
"N330116410247",2018,"Physical Sciences","Physical Sciences","PHYSICAL SCIENCES",5,5.5,5,5,5,4.5,5.5,5.25
"N302119410209",2018,"Mathematical, Computational and Statistical Sciences","Economics","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4,4.5,3.5,3.5,4,3.5,4,3.75
"N324119401208",2018,"Psychology","Mathematical, Computational and Statistical Sciences","PSYCHOLOGY",5,5,4.5,4,4.5,4.5,5.5,4.75
"N360116405246",2018,"Environmental Studies","Anthropology","ENVIRONMENTAL STUDIES",4.5,4.5,4.5,5.5,4.5,5,5.5,5.25
"N331119418212",2018,"Psychology","Philosophy, Politics and Economics","PSYCHOLOGY",4,4.5,5,5,3.5,4,5,4.75
"N392119423207",2018,"Urban Studies","Psychology","URBAN STUDIES",4,4.5,5,4,4,4,4.5,4.5
"N359117405268",2018,"Arts & Humanities","Urban Studies","ARTS AND HUMANITIES",3.5,5,4,4,3.5,4,4.5,4.75
"N305119401209",2018,"Anthropology","Environmental Studies","ANTHROPOLOGY",4.5,5,5,4.5,4,4.5,4.5,4.5
"N317119424209",2018,"History","Literature","HISTORY",4.5,5,5,5,4.5,4.5,4,4.75
"N335119425208",2018,"Arts & Humanities","Philosophy, Politics and Economics","ARTS AND HUMANITIES",4,4,3.5,4,4,5,3,4
"N367119414208",2018,"Urban Studies","Economics","URBAN STUDIES",5,3.5,3.5,4.5,5.5,4,5,5
"N375119414209",2018,"Environmental Studies","Life Sciences","ENVIRONMENTAL STUDIES",5,5.5,5.5,5.5,5.5,5.5,5.5,5.75
"N359119412209",2018,"Philosophy, Politics and Economics","Philosophy, Politics and Economics","PHILOSOPHY, POLITICS AND ECONOMICS",5,4.5,4.5,4.5,3.5,4.5,3,4.25
"N319119421209",2018,"Global Affairs","Philosophy, Politics and Economics","GLOBAL AFFAIRS",5,5.5,5,5,5,5,5,5.5
"N398119408208",2018,"Mathematical, Computational and Statistical Sciences","Mathematical, Computational and Statistical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4.5,4,4,3.5,3,4.5,4.5,4.25
"N368119413208",2018,"Philosophy, Politics and Economics","Global Affairs","PHILOSOPHY, POLITICS AND ECONOMICS",5.5,5.5,4,5.5,4.5,5,3.5,5
"N378119413207",2018,"Philosophy, Politics and Economics","Economics","PHILOSOPHY, POLITICS AND ECONOMICS",4,4.5,4,4.5,4.5,4,3.5,5
"N344119425208",2018,"Mathematical, Computational and Statistical Sciences","Mathematical, Computational and Statistical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4.5,3,5,3.5,4,3,4,3.75
"N383119418209",2018,"Global Affairs","Philosophy, Politics and Economics","GLOBAL AFFAIRS",3,4.5,4,4,4.5,NA,4.5,3.5
"N376119418216",2018,"Philosophy, Politics and Economics","Global Affairs","PHILOSOPHY, POLITICS AND ECONOMICS",5,5,5.5,5,5,NA,3,4.75
"N354119424208",2018,"Life Sciences","Psychology","LIFE SCIENCES",4.5,5,4,4,5,4,4.5,4.5
"N378119413216",2018,"Anthropology","Undecided","ANTHROPOLOGY",4.5,4.5,5,4.5,4.5,NA,4.5,4.25
"N392119421208",2018,"Economics","Life Sciences","ECONOMICS",5.5,5,5,5,5,4.5,4.5,5.25
"N381119424208",2018,"Literature","Arts & Humanities","LITERATURE",3.5,3,3.5,3.5,3,4,2.5,4.25
"N319119405212",2018,"Environmental Studies","Philosophy, Politics and Economics","ENVIRONMENTAL STUDIES",5,5,4,4,4,4.5,5,4.75
"N309119424208",2018,"Philosophy, Politics and Economics","Global Affairs","PHILOSOPHY, POLITICS AND ECONOMICS",5,4.5,4,4,4.5,4,4.5,5.25
"N363119423209",2018,"Economics","Philosophy, Politics and Economics","ECONOMICS",4.5,5.5,4.5,5,5,4.5,5,5.5
"N348119414209",2018,"Anthropology","Global Affairs","ANTHROPOLOGY",4.5,4,4,4,3,NA,3.5,4.5
"N376119418207",2018,"Physical Sciences","Undecided","PHYSICAL SCIENCES",5,5,4.5,5,5,5,4.5,4.75
"N386119413208",2018,"Mathematical, Computational and Statistical Sciences","Mathematical, Computational and Statistical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",5,4,4.5,4,3,5,4.5,4.5
"N351119402209",2018,"Psychology","Mathematical, Computational and Statistical Sciences","PSYCHOLOGY",5,5.5,5,5,5,4.5,5.5,5.5
"N329119421208",2018,"Psychology","Global Affairs","PSYCHOLOGY",4.5,4.5,4.5,4.5,4,4.5,4.5,4.5
"N321119408209",2018,"Environmental Studies","Economics","ENVIRONMENTAL STUDIES",5,3.5,4,4,4.5,4.5,4.5,4.25
"N327119424208",2018,"Urban Studies","Philosophy, Politics and Economics","URBAN STUDIES",4.5,5,4,5,4.5,4,4,5
"N368118423250",2018,"Mathematical, Computational and Statistical Sciences","Physical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",3.5,3.5,2.5,5,2.5,4,0,4.5
"N374119423207",2018,"Philosophy, Politics and Economics","Psychology","PHILOSOPHY, POLITICS AND ECONOMICS",4.5,4.5,4.5,4.5,3.5,4,3.5,4
"N377119413208",2018,"Arts & Humanities","Physical Sciences","ARTS AND HUMANITIES",4.5,4.5,4,5,6,NA,5,5.25
"N369119410209",2018,"Arts & Humanities","Philosophy, Politics and Economics","ARTS AND HUMANITIES",5.5,4.5,5,5.5,5,4.5,5.5,5.25
"N309119423209",2018,"Anthropology","Arts & Humanities","ANTHROPOLOGY",5,5,4,4,5.5,4.5,3.5,4.75
"N326119424209",2018,"Philosophy","Psychology","PHILOSOPHY",4.5,4.5,5,5,3.5,4.5,5,5
"N391118421237",2018,"Global Affairs","Philosophy, Politics and Economics","GLOBAL AFFAIRS",5,4.5,4.5,4.5,4.5,NA,4,4.25
"N307119402208",2018,"Urban Studies","Environmental Studies","URBAN STUDIES",4,4.5,5,5,4,4.5,4.5,4.75
"N390119424208",2018,"Psychology","Philosophy","PSYCHOLOGY",3,4,4.5,2.5,4,4.5,2.5,2
"N314119405208",2018,"Mathematical, Computational and Statistical Sciences","Philosophy","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",5,4.5,5.5,4.5,4.5,4.5,5,5.25
"N334119425209",2018,"Global Affairs","Philosophy, Politics and Economics","GLOBAL AFFAIRS",4,4.5,0,4,4.5,4.5,3.5,4.5
"N332119414212",2018,"Philosophy, Politics and Economics","Arts & Humanities","PHILOSOPHY, POLITICS AND ECONOMICS",4.5,5,4.5,4,4.5,4.5,4.5,4.5
"N333119413212",2018,"Philosophy, Politics and Economics","Undecided","PHILOSOPHY, POLITICS AND ECONOMICS",4.5,5,5,4,4.5,5.5,5,5.25
"N317119423219",2018,"Life Sciences","Arts & Humanities","LIFE SCIENCES",4.5,4,4.5,4.5,4,4.5,4.5,5
"N333119402209",2018,"Psychology","History","PSYCHOLOGY",4.5,5.5,5,4.5,3.5,5,4.5,4.5
"N358119414208",2018,"Literature","Literature","LITERATURE",4,3.5,4,4,3,4.5,2.5,4.75
"N356119418209",2018,"Mathematical, Computational and Statistical Sciences","Physical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",3.5,4,3,3.5,3.5,3.5,2.5,4.5
"N345119423209",2018,"Physical Sciences","Undecided","PHYSICAL SCIENCES",4.5,4.5,4,3.5,3.5,4.5,3,4.25
"N332119401209",2018,"Philosophy","Literature","PHILOSOPHY",4.5,5,5,4.5,5,4.5,3.5,4.25
"N313119408208",2018,"Economics","Undecided","ECONOMICS",4,4.5,4,4,4,4.5,4,4
"N362119425208",2018,"Philosophy, Politics and Economics","Economics","PHILOSOPHY, POLITICS AND ECONOMICS",4,4.5,4.5,5,4,4.5,4.5,4.75
"N303119410208",2018,"Mathematical, Computational and Statistical Sciences","Life Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",5,4.5,3.5,4,3.5,4.5,3,4.5
"N391119424207",2018,"Philosophy","Arts & Humanities","PHILOSOPHY",4,4.5,4,5.5,4.5,4.5,4.5,4.75
"N382119424207",2018,"Philosophy, Politics and Economics","Global Affairs","PHILOSOPHY, POLITICS AND ECONOMICS",4,5,3.5,4,4,4.5,3.5,4.5
"N312119410208",2018,"Life Sciences","Global Affairs","LIFE SCIENCES",4.5,5,4.5,4.5,4.5,4.5,4.5,4.5
"N313119405209",2018,"Psychology","Philosophy","PSYCHOLOGY",5,4.5,4,4,4,4.5,4.5,5
"N312119408209",2018,"Environmental Studies","Philosophy, Politics and Economics","ENVIRONMENTAL STUDIES",3.5,4,4.5,4.5,4.5,4.5,4,4.25
"N367119413209",2018,"Philosophy, Politics and Economics","Philosophy","PHILOSOPHY, POLITICS AND ECONOMICS",5.5,4,5,5,4.5,5,4.5,5
"N339119414209",2018,"Philosophy, Politics and Economics","Urban Studies","PHILOSOPHY, POLITICS AND ECONOMICS",0,5,3.5,4,2.5,4,0,4
"N386119414207",2018,"Mathematical, Computational and Statistical Sciences","Life Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",5,5.5,5,4,3.5,4.5,5,5.25
"N339119418208",2018,"Arts & Humanities","Undecided","ARTS AND HUMANITIES",4.5,5,3.5,4,4,3.5,2.5,4
"N342119401208",2018,"Mathematical, Computational and Statistical Sciences","Economics","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4.5,4.5,5,4.5,4.5,5.5,5.5,5.25
"N354119423209",2018,"Global Affairs","Philosophy, Politics and Economics","GLOBAL AFFAIRS",5.5,5,5.5,4.5,5,3.5,5,4.75
"N301119413208",2018,"Physical Sciences","Environmental Studies","PHYSICAL SCIENCES",4,4.5,4,3,2.5,0,3,4.5
"N328119421209",2018,"Literature","Anthropology","LITERATURE",5,5,5,5,4.5,4.5,4,4.75
"N344119424209",2018,"Economics","Anthropology","ECONOMICS",4,4.5,3.5,0,2.5,NA,3,0
"N322119408208",2018,"History","Philosophy, Politics and Economics","HISTORY",4.5,4.5,4,4.5,4,4,4.5,4.75
"N383119423207",2018,"Anthropology","Global Affairs","ANTHROPOLOGY",4,4.5,3.5,4.5,4.5,5,4.5,4.5
"N330119421212",2018,"Arts & Humanities","Psychology","ARTS AND HUMANITIES",5.5,5.5,4.5,5.5,5,5,4.5,5
"N303119408209",2018,"Anthropology","Urban Studies","ANTHROPOLOGY",3.5,4.5,4,4,4,4,3,4.25
"N315119401208",2018,"Literature","Philosophy, Politics and Economics","LITERATURE",5,5.5,4.5,3.5,4.5,5.5,4,4.5
"N331119405209",2018,"Global Affairs","Philosophy, Politics and Economics","GLOBAL AFFAIRS",4.5,3.5,3.5,3.5,3.5,4,3.5,4.5
"N361119425209",2018,"Economics","Philosophy, Politics and Economics","ECONOMICS",5,4,4.5,3.5,4,4,4.5,4.25
"N305119405208",2018,"Psychology","Arts & Humanities","PSYCHOLOGY",4,4.5,5.5,4,4,4.5,4.5,3.75
"N394119418207",2018,"Literature","Psychology","LITERATURE",5,4,4.5,5,4,4.5,4,4.5
"N335119424209",2018,"Environmental Studies","Economics","ENVIRONMENTAL STUDIES",4.5,4,5,4.5,4,4,4.5,4.75
"N317119425208",2018,"Anthropology","Anthropology","ANTHROPOLOGY",4.5,5,4,5,5,5.5,4.5,5
"N387119412208",2018,"Arts & Humanities","Anthropology","ARTS AND HUMANITIES",4.5,5,3.5,4.5,4.5,4,3,2.25
"N318119423209",2018,"Anthropology","Philosophy, Politics and Economics","ANTHROPOLOGY",5,5,5,4,4.5,4.5,4.5,4.25
"N329119401212",2018,"Environmental Studies","Economics","ENVIRONMENTAL STUDIES",5,5,5.5,5,5,5.5,5.5,5.25
"N331119408208",2018,"Philosophy, Politics and Economics","Global Affairs","PHILOSOPHY, POLITICS AND ECONOMICS",4,5,4,4,4,4.5,3.5,4
"N324119425219",2018,"Philosophy, Politics and Economics","Economics","PHILOSOPHY, POLITICS AND ECONOMICS",4,4.5,5,5,4,4.5,4.5,5.25
"N306119401208",2018,"Psychology","Urban Studies","PSYCHOLOGY",5,4.5,5.5,4,4.5,4.5,3,5.25
"N315119402209",2018,"Philosophy, Politics and Economics","Literature","PHILOSOPHY, POLITICS AND ECONOMICS",5.5,5,4.5,5,5,4.5,4.5,5.25
"N325119424219",2018,"Global Affairs","Psychology","GLOBAL AFFAIRS",4.5,4.5,3.5,4,4.5,5.5,4,4.25
"N364119421209",2018,"Philosophy, Politics and Economics","Global Affairs","PHILOSOPHY, POLITICS AND ECONOMICS",4,4.5,3.5,4.5,4,4.5,4.5,4.75
"N300119424222",2018,"Philosophy, Politics and Economics","Global Affairs","PHILOSOPHY, POLITICS AND ECONOMICS",4.5,4.5,4.5,4.5,3.5,4.5,3.5,4.5
"N376119414208",2018,"Global Affairs","Anthropology","GLOBAL AFFAIRS",4.5,5.5,4,4,3.5,3.5,4,4.25
"N321119421212",2018,"Urban Studies","Arts & Humanities","URBAN STUDIES",5,4.5,4.5,5,5,5,4.5,5.5
"N377119412209",2018,"History","Mathematical, Computational and Statistical Sciences","HISTORY",5,5,5,4.5,4,5,5,5.25
"N388119410208",2018,"Economics","Philosophy, Politics and Economics","ECONOMICS",5,5.5,5.5,5.5,5,5.5,6,5.5
"N319119423208",2018,"Life Sciences","Physical Sciences","LIFE SCIENCES",5,4,4,3.5,4,NA,4.5,4.5
"N359119413208",2018,"Life Sciences","Arts & Humanities","LIFE SCIENCES",4.5,4,4,4.5,3.5,4.5,4.5,4.75
"N363119424208",2018,"Literature","Anthropology","LITERATURE",5,4.5,4,4.5,4,4,3.5,4.5
"N394119414208",2018,"Philosophy, Politics and Economics","Economics","PHILOSOPHY, POLITICS AND ECONOMICS",5,4.5,4.5,5,4,4.5,3.5,4.5
"N365119418209",2018,"Arts & Humanities","Urban Studies","ARTS AND HUMANITIES",5,5,5,5,4.5,5,4.5,4.25
"N373119424207",2018,"Life Sciences","Physical Sciences","LIFE SCIENCES",4.5,4.5,3.5,4.5,3.5,NA,3,4.5
"N308119424209",2018,"Psychology","Economics","PSYCHOLOGY",4,4.5,5,4,4,4.5,4,4.25
"N350119401209",2018,"Philosophy, Politics and Economics","Global Affairs","PHILOSOPHY, POLITICS AND ECONOMICS",4,4.5,4,4.5,4,NA,4.5,4.5
"N395117414218",2018,"Psychology","History","PSYCHOLOGY",5,5,5.5,5,5,5,4.5,5
